Principio Attivo;Descrizione Gruppo;Denominazione e Confezione;Prezzo al pubblico €;Prezzo Ex-factory €;Prezzo massimo di cessione €;Titolare AIC;"Codice 
AIC";Codice Gruppo Equivalenza;Metri cubi ossigeno 
Asfotase alfa;ASFOTASE ALFA 40MG/ML 1ML 12 UNITA' USO PARENTERALE;STRENSIQ*12 flaconcini SC 1 ml 40 mg/ml;39608,42;23999,28;-;ALEXION EUROPE Sas;044478105;KOP;
Streptozocina;STREPTOZOCINA 1G 1 UNITA' USO PARENTERALE;STREPTOZOCINA*1 flacone EV 1.000 mg;1314,46;796,45;-;ESTEVE PHARMACEUTICALS S.A.S.;045123015;MOJ;
Emtricitabina/tenofovir disoproxil/elvitegravir/cobicistat;EMTRICITABINA+TENOFOVIR DISOPROXIL+ELVITEGRAVIR+COBICISTAT 200MG+245MG+150MG+150MG 30 UNITA' USO ORALE;STRIBILD*30 cpr riv 150 mg + 150 mg + 200 mg + 245 mg flacone;1578,11;956,20;-;GILEAD SCIENCES IRELAND UC;042815011;GEX;
Frazione cellulare arricchita di cellule autologhe CD34+ codificante per adenosina deaminasi   umana;FRAZIONE CELLULARE ARRICCHITA DI CELLULE AUTOLOGHE CD34+ CODIFICANTE PER ADENOSINA DEAMINASI (ADA) UMANA;STRIMVELIS*1-10 milioni cellule/ml dispersione per infus sacca; - ;536085,00;-;FONDAZIONE TELETHON ETS;044880019;JZE;
Sufentanil;SUFENTANIL 250MCG 5ML 5 UNITA' USO PARENTERALE;SUFENTANIL*5 fiale EV 250 mcg 5 ml;40,21;24,37;-;HAMELN PHARMA GmbH;035629029;BLI;
Sufentanil;SUFENTANIL 50MCG 1ML 5 UNITA' USO PARENTERALE;SUFENTANIL*5 fiale EV 50 mcg 1 ml;8,20;4,97;-;HAMELN PHARMA GmbH;035629017;BLJ;
Sufentanil;SUFENTANIL 50MCG 1ML 5 UNITA' USO PARENTERALE;SUFENTANIL*EV 5 fiale 0,05 mg/ml 1 ml;7,37;4,47;-;PIRAMAL CRITICAL CARE IT.SpA;028347021;BLJ;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini 2 ml 100 mg/ml;814,62;493,58;-;MYLAN PHARMACEUTICALS LIMITED;049787029;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini 2 ml 100 mg/ml;814,62;493,58;-;ORION CORPORATION;050504024;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;SANDOZ SpA;049366014;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;DR. REDDY'S Srl;049608021;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;ZENTIVA ITALIA Srl;049671011;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;ACCORD HEALTHCARE SLU;049672013;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;TEVA B.V.;049859010;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;TILLOMED ITALIA Srl;050099011;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;MEDAC PHARMA Srl;050154018;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;FRESENIUS KABI DEUTSCH.GMBH;050227026;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;QILU PHARMA SPAIN S.L.;050311012;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;ASPEN PHARMA TRADING LIMITED;050450016;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;EG SpA;050477013;BLK;
Sugammadex;SUGAMMADEX 200MG 2ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 2 ml 100 mg/ml;814,62;493,58;-;FISIOPHARMA Srl;050534039;BLK;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;SANDOZ SpA;049366026;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;DR. REDDY'S Srl;049608045;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;ZENTIVA ITALIA Srl;049671023;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;ACCORD HEALTHCARE SLU;049672025;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;TEVA B.V.;049859022;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;TILLOMED ITALIA Srl;050099023;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;MEDAC PHARMA Srl;050154020;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;BAXTER HOLDING BV;050179023;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;FRESENIUS KABI DEUTSCH.GMBH;050227038;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;QILU PHARMA SPAIN S.L.;050311024;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;ASPEN PHARMA TRADING LIMITED;050450028;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;EG SpA;050477025;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,50;1233,95;-;ORION CORPORATION;050504048;BLL;
Sugammadex;SUGAMMADEX 500MG 5ML 10 UNITA' USO PARENTERALE;SUGAMMADEX*10 flaconcini EV 5 ml 100 mg/ml;2036,51;1233,96;-;FISIOPHARMA Srl;050534041;BLL;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 12,5 mg;1452,97;880,37;-;EG SpA;047597101;BLQ;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 12,5 mg;1452,97;880,37;-;ZENTIVA ITALIA Srl;048313035;BLQ;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 12,5 mg flacone;1452,97;880,37;-;SANDOZ SpA;046171029;BLQ;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 12,5 mg flacone;1452,97;880,38;-;MYLAN SpA;047602038;BLQ;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 12,5 mg flacone;1452,97;880,37;-;ACCORD HEALTHCARE SLU;049371038;BLQ;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 25 mg;2906,25;1760,94;-;EG SpA;047597113;BLR;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 25 mg;2906,25;1760,94;-;ZENTIVA ITALIA Srl;048313074;BLR;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 25 mg flacone;2906,25;1760,94;-;SANDOZ SpA;046171043;BLR;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 25 mg flacone;2906,25;1760,94;-;MYLAN SpA;047602065;BLR;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 25 mg flacone;2906,25;1760,94;-;ACCORD HEALTHCARE SLU;049371065;BLR;
Sunitinib;SUNITINIB 37,5MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 37,5 mg flacone;4359,43;2641,44;-;ACCORD HEALTHCARE SLU;049371091;LTR;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 50 mg;5812,50;3521,87;-;ZENTIVA ITALIA Srl;048313151;BLS;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 50 mg flacone;5812,50;3521,87;-;SANDOZ SpA;046171082;BLS;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 50 mg flacone;5812,50;3521,87;-;MYLAN SpA;047602127;BLS;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUNITINIB*30 cps 50 mg flacone;5812,50;3521,87;-;ACCORD HEALTHCARE SLU;049371127;BLS;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUNITINIB*30 cps rig 12,5 mg flacone;1452,97;880,37;-;TEVA B.V.;045834052;BLQ;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUNITINIB*30 cps rig 25 mg flacone;2906,25;1760,94;-;TEVA B.V.;045834102;BLR;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUNITINIB*30 cps rig 50 mg flacone;5812,50;3521,87;-;TEVA B.V.;045834203;BLS;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUNITINIB*30x1 cps 12,5 mg;1452,97;880,37;-;DR. REDDY'S Srl;049456066;BLQ;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUNITINIB*30x1 cps 25 mg;2906,25;1760,94;-;DR. REDDY'S Srl;049456179;BLR;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUNITINIB*30x1 cps 50 mg;5812,50;3521,87;-;DR. REDDY'S Srl;049456282;BLS;
Lenacapavir;LENACAPAVIR 309MG/ML 1,5ML 2 UNITA' USO PARENTERALE;SUNLENCA*2 flaconcini SC 309 mg/ml 1,5 ml;30120,61;18250,36;-;GILEAD SCIENCES IRELAND UC;050232026;MTY;
Lenacapavir;LENACAPAVIR 300MG 5 UNITA' USO ORALE;SUNLENCA*5 cpr riv 300 mg;5019,61;3041,43;-;GILEAD SCIENCES IRELAND UC;050232014;MTZ;
Desflurano;DESFLURANO 240ML 6 UNITA' USO INALATORIO;SUPRANE*6 flaconi liq inal 240 ml in alluminio;936,98;567,73;-;BAXTER SpA;029288040;AKT;
Sunitinib;SUNITINIB 12,5MG 30 UNITA' USO ORALE;SUTENT*30 cps 12,5 mg;2178,37;1319,91;-;PFIZER EUROPE MA EEIG;037192022;BLQ;
Sunitinib;SUNITINIB 25MG 30 UNITA' USO ORALE;SUTENT*30 cps 25 mg;4357,19;2640,09;-;PFIZER EUROPE MA EEIG;037192010;BLR;
Sunitinib;SUNITINIB 50MG 30 UNITA' USO ORALE;SUTENT*30 cps 50 mg;8714,39;5280,17;-;PFIZER EUROPE MA EEIG;037192034;BLS;
Siltuximab;SILTUXIMAB 100MG 8ML 1 UNITA' USO PARENTERALE;SYLVANT*1 flaconcino polv soluz infus 100 mg;752,19;455,76;-;RECORDATI NETHERLANDS BV;043447010;IRJ;
Siltuximab;SILTUXIMAB 400MG 30ML 1 UNITA' USO PARENTERALE;SYLVANT*1 flaconcino polv soluz infus 400 mg;3008,75;1823,05;-;RECORDATI NETHERLANDS BV;043447022;IVK;
Darunavir/cobicistat/emtricitabina/tenofovir alafenamide;DARUNAVIR+COBICISTAT+EMTRICITABINA+TENOFOVIR ALAFENAMIDE 30 UNITA' USO ORALE;SYMTUZA*30 cpr riv 800 mg + 150 mg + 200 mg + 10 mg flacone;1489,96;902,79;-;JANSSEN CILAG INTERNAT.N.V.;045660014;KHJ;
Ossitocina;OSSITOCINA 5UI 1ML 6 UNITA' USO PARENTERALE;SYNTOCINON*6 fiale IM EV 5 UI 1 ml;3,10;1,88;-;ALFASIGMA SpA;014684029;BGT;
Capmatinib;CAPMATINIB 150MG 120 UNITA' USO ORALE;TABRECTA*120 cpr riv 150 mg;11915,89;7220,00;-;NOVARTIS EUROPHARM LTD;050167028;MKZ;
Capmatinib;CAPMATINIB 200MG 120 UNITA' USO ORALE;TABRECTA*120 cpr riv 200 mg;11915,89;7220,00;-;NOVARTIS EUROPHARM LTD;050167042;MLB;
Dabrafenib;DABRAFENIB 50MG 120 UNITA' USO ORALE;TAFINLAR*120 cps 50 mg flacone;8809,21;5337,62;-;NOVARTIS EUROPHARM LTD;042923021;IZF;
Dabrafenib;DABRAFENIB 75MG 120 UNITA' USO ORALE;TAFINLAR*120 cps 75 mg flacone;13213,81;8006,43;-;NOVARTIS EUROPHARM LTD;042923045;IZG;
Osimertinib;OSIMERTINIB 40MG 28 UNITA' USO ORALE;TAGRISSO*28x1 cpr riv 40 mg;9100,75;5514,28;-;ASTRAZENECA AB;044729034;JUT;
Osimertinib;OSIMERTINIB 80MG 28 UNITA' USO ORALE;TAGRISSO*28x1 cpr riv 80 mg;9100,75;5514,28;-;ASTRAZENECA AB;044729046;JUU;
Triamcinolone;TRIAMCINOLONE 80MG 1 ML 1 UNITA' USO INTRAVITREALE;TAIOFTAL*1 flaconcino 80 mg 1 ml uso intravitreo;126,06;76,38;-;FIDIA FARMACEUTICI SpA;040637011;IOD;
Piperacillina/tazobactam;PIPERACILLINA+TAZOBACTAM 4+0,5G 1 UNITA' USO PARENTERALE;TAIPER*1 flacone 4 g + 500 mg;13,82;8,38;-;ERREKAPPA EUROTERAPICI SpA;037667021;BHZ;
Talidomide;TALIDOMIDE 50MG 28 UNITA' USO ORALE;TALIDOMIDE*28 cps 50 mg;571,38;346,20;-;BRISTOL M.SQUIBB PHARMA EEIG;038572018;BLU;
Talidomide;TALIDOMIDE 50MG 28 UNITA' USO ORALE;TALIDOMIDE*28 cps 50 mg divisibile per dose unitaria;399,96;242,34;-;ACCORD HEALTHCARE SLU;048246021;BLU;
Ixekizumab;IXEKIZUMAB 80MG 2 UNITA' USO PARENTERALE;TALTZ*2 penne preriempite SC 1 ml 80 mg;3342,79;2025,40;-;ELI LILLY AND COMPANY LIMITED;044863025;JZU;
Ixekizumab;IXEKIZUMAB 80MG 2 UNITA' USO PARENTERALE;TALTZ*2 siringhe preriempite SC 1 ml 80 mg;3342,79;2025,40;-;ELI LILLY AND COMPANY LIMITED;044863052;JZU;
Talquetamab;TALQUETAMAB 40MG 1ML 1 UNITA' USO SOTTOCUTANEO;TALVEY*1 flaconcino SC 1 ml 40 mg/ml;7562,00;4581,92;-;JANSSEN CILAG INTERNAT.N.V.;050827029;NRK;
Talquetamab;TALQUETAMAB 3MG 1,5ML 1 UNITA' USO SOTTOCUTANEO;TALVEY*1 flaconcino SC 1,5 ml 2 mg/ml;567,15;343,64;-;JANSSEN CILAG INTERNAT.N.V.;050827017;NRJ;
Talazoparib;TALAZOPARIB 0,1MG 30 UNITA' USO ORALE;TALZENNA*30 cps 0,1 mg flacone;2877,67;1743,62;-;PFIZER EUROPE MA EEIG;048057071;NBD;
Talazoparib;TALAZOPARIB 0,25MG 30 UNITA' USO ORALE;TALZENNA*30 cps rigide 0,25 mg flacone;3029,13;1835,39;-;PFIZER EUROPE MA EEIG;048057018;LQE;
Talazoparib;TALAZOPARIB 1MG 30 UNITA' USO ORALE;TALZENNA*30 cps rigide 1 mg flacone;8633,00;5230,85;-;PFIZER EUROPE MA EEIG;048057057;LQD;
Erlotinib;ERLOTINIB 100MG 30 UNITA' USO ORALE;TARCEVA*30 cpr riv 100 mg;2466,59;1494,54;-;CHEPLAPHARM REGISTRATION GMBH;036871022;AOT;
Erlotinib;ERLOTINIB 150MG 30 UNITA' USO ORALE;TARCEVA*30 cpr riv 150 mg;3077,28;1864,57;-;CHEPLAPHARM REGISTRATION GMBH;036871034;AOU;
Teicoplanina;TEICOPLANINA 400MG 1 UNITA' USO PARENTERALE O ORALE;TARGOSID*1 flaconcino IM EV orale 400 mg + 1 fiala solv 3 ml;74,91;45,39;-;SANOFI Srl;026458024;BLW;
Nilotinib;NILOTINIB 150MG 112 UNITA' USO ORALE;TASIGNA*112 cps 150 mg;4629,36;2804,97;-;NOVARTIS EUROPHARM LTD;038328062;BFH;
Nilotinib;NILOTINIB 200MG 112 UNITA' USO ORALE;TASIGNA*4x28 cps 200 mg;6172,47;3739,96;-;NOVARTIS EUROPHARM LTD;038328086;BFI;
Fostamatinib;FOSTAMATINIB 100MG 60 UNITA' USO ORALE;TAVLESSE*60 cpr riv 100 mg flacone;5511,10;3339,25;-;INSTITUTO GRIFOLS S.A.;048441012;LQS;
Fostamatinib;FOSTAMATINIB 150MG 60 UNITA' USO ORALE;TAVLESSE*60 cpr riv 150 mg flacone;8266,64;5008,88;-;INSTITUTO GRIFOLS S.A.;048441024;LQT;
Avacopan;AVACOPAN 10MG 180 UNITA' USO ORALE;TAVNEOS*180 cps 10 mg flacone;9504,41;5758,85;-;VIFOR FRESENIUS M.C.R.P.FRANCE;049881028;MZI;
Avacopan;AVACOPAN 10MG 30 UNITA' USO ORALE;TAVNEOS*30 cps 10 mg flacone;1584,07;959,81;-;VIFOR FRESENIUS M.C.R.P.FRANCE;049881016;MZH;
Cefotaxima;CEFOTAXIMA 2.000MG 1 UNITA' USO PARENTERALE;TAXIME*1 fiala EV 2 g + 1 fiala solv 10 ml;9,49;4,31;-;PHARMATEX ITALIA Srl;035068042;AHM;
Docetaxel;DOCETAXEL 80MG 4ML 1 UNITA' USO PARENTERALE;TAXOTERE*1 flaconcino EV 80 mg 4 ml;787,52;477,17;-;SANOFI WINTHROP INDUSTRIE;032391043;ALR;
Docetaxel;DOCETAXEL 160MG 8ML 1 UNITA' USO PARENTERALE;TAXOTERE*1 flacone EV 160 mg 8 ml;1496,29;906,62;-;SANOFI WINTHROP INDUSTRIE;032391056;ALK;
Docetaxel;DOCETAXEL 20MG 1ML 1 UNITA' USO PARENTERALE;TAXOTERE*1 flacone EV 20 mg 1 ml;210,90;127,78;-;SANOFI WINTHROP INDUSTRIE;032391031;ALM;
Piperacillina/tazobactam;PIPERACILLINA+TAZOBACTAM 4+0,5G 1 UNITA' USO PARENTERALE;TAZOPENIL*1 flacone EV 4 g + 0,5 g;13,82;8,38;-;AESCULAPIUS FARMACEUTICI Srl;038181020;BHZ;
Brexucabtagene autoleucel  ;BREXUCABTAGENE AUTOLEUCEL (CELLULE CD3 + AUTOLOGHE TRASDOTTE ANTI-CD19);TECARTUS*1 sacca EV 0,4x10 all'ottava - 2x10 all'ottava cellule dispersione per infusione;536214,96;324900,00;-;KITE PHARMA EU B.V.;049148012;LQR;
Atezolizumab;ATEZOLIZUMAB 1.200MG 1 UNITA' USO PARENTERALE;TECENTRIQ*1 flaconcino EV 1.200 mg 20 ml;7596,38;4602,75;-;ROCHE REGISTRATION GMBH;045590015;KIB;
Atezolizumab;ATEZOLIZUMAB 840MG 1 UNITA' USO PARENTERALE;TECENTRIQ*1 flaconcino EV 840 mg 14 ml;5317,46;3221,93;-;ROCHE REGISTRATION GMBH;045590027;KYR;
Atezolizumab;ATEZOLIZUMAB 1.875MG 1 UNITA' USO PARENTERALE;TECENTRIQ*1 flaconcino SC 1.875 mg 15 ml;7786,73;4718,09;-;ROCHE REGISTRATION GMBH;045590039;NAN;
Teclistamab;TECLISTAMAB 3ML 10MG/ML 1 UNITA' USO PARENTERALE;TECVAYLI*1 flaconcino SC 10 mg/ml 3 ml;1347,96;816,74;-;JANSSEN CILAG INTERNAT.N.V.;050296019;MMI;
Teclistamab;TECLISTAMAB 1,7ML 90MG/ML 1 UNITA' USO PARENTERALE;TECVAYLI*1 flaconcino SC 90 mg/ml 1,7 ml;6874,54;4165,38;-;JANSSEN CILAG INTERNAT.N.V.;050296021;MMJ;
Inotersen;INOTERSEN 284MG 1,5ML 4 UNITA' USO PARENTERALE;TEGSEDI*4 siringhe preriempite SC 1,5 ml 189 mg/ml;35628,51;21587,80;-;AKCEA THERAPEUTICS IRELAND LTD;046924027;LDF;
Teicoplanina;TEICOPLANINA 400MG 1 UNITA' USO PARENTERALE O ORALE;TEICOPLANINA*1 flaconcino polv 400 mg + 1 fiala solv 3 ml;55,05;33,35;-;ALTAN PHARMA LIMITED;046457040;BLW;
Teicoplanina;TEICOPLANINA 400MG 1 UNITA' USO PARENTERALE O ORALE;TEICOPLANINA*1 flaconcino polv EV IM orale 400 mg;56,18;34,04;-;HIKMA FARMACEUTICA S.A.;042106029;BLW;
Teicoplanina;TEICOPLANINA 400MG 1 UNITA' USO PARENTERALE O ORALE;TEICOPLANINA*1 flacone EV IM orale 400 mg + 1 fiala solv 3 ml;56,18;34,04;-;IBIGEN Srl;044964043;BLW;
Teicoplanina;TEICOPLANINA 400MG 1 UNITA' USO PARENTERALE O ORALE;TEICOPLANINA*1 flacone EV IM orale 400 mg + 1 fiala solv 3 ml;55,05;33,35;-;BRADEX COMMERCIAL S.A.;048352076;BLW;
Teicoplanina;TEICOPLANINA 400MG 1 UNITA' USO PARENTERALE O ORALE;TEICOPLANINA*infus 1 flaconcino polv 400 mg 10 ml;55,05;33,35;-;ALTAN PHARMACEUTICALS S.A.;046457065;BLW;
Oritavancina;ORITAVANCINA 400 MG 3 UNITA' USO PARENTERALE;TENKASI*3 flaconcini EV polv 400 mg;4031,19;2442,55;-;MENARINI INTERNAT. O.L.S.A;044015016;LUU;
Tenofovir disoproxil;TENOFOVIR DISOPROXIL 245MG 30 UNITA' USO ORALE;TENOFOVIR DISOPROXIL*30 cpr 245 mg flacone;98,70;59,80;-;AUROBINDO PHARMA ITALIA Srl;045097159;BMC;
Tenofovir disoproxil;TENOFOVIR DISOPROXIL 245MG 30 UNITA' USO ORALE;TENOFOVIR DISOPROXIL*30 cpr riv 245 mg flacone;197,39;119,61;-;TEVA ITALIA Srl;043685092;BMC;
Tenofovir disoproxil;TENOFOVIR DISOPROXIL 245MG 30 UNITA' USO ORALE;TENOFOVIR DISOPROXIL*30 cpr riv 245 mg flacone;60,00;36,36;-;DOC GENERICI Srl;044101018;BMC;
Tenofovir disoproxil;TENOFOVIR DISOPROXIL 245MG 30 UNITA' USO ORALE;TENOFOVIR DISOPROXIL*30 cpr riv 245 mg flacone;197,39;119,61;-;VIATRIS LIMITED;045219019;BMC;
Tenofovir disoproxil;TENOFOVIR DISOPROXIL 245MG 30 UNITA' USO ORALE;TENOFOVIR DISOPROXIL*30 x 1 cpr riv 245 mg;197,39;119,61;-;SANDOZ SpA;044584011;BMC;
Tiotepa;TIOTEPA 100MG 10ML 1 UNITA' USO PARENTERALE;TEPADINA*1 flaconcino EV 100 mg 10 mg/ml;1277,08;773,44;-;ADIENNE Srl S.U.;039801028;CLF;
Tiotepa;TIOTEPA 15MG 1,5ML 1 UNITA' USO PARENTERALE;TEPADINA*1 flaconcino EV 15 mg 10 mg/ml;212,10;128,16;-;ADIENNE Srl S.U.;039801016;CLG;
Tiotepa;TIOTEPA 200MG 200ML 1 UNITA' USO PARENTERALE;TEPADINA*1 sacca EV 200 mg 200 ml;2393,42;1450,21;-;ADIENNE Srl S.U.;039801042;NSV;
Tiotepa;TIOTEPA 400MG 400ML 1 UNITA' USO PARENTERALE;TEPADINA*1 sacca EV 400 mg 400 ml;4786,83;2900,41;-;ADIENNE Srl S.U.;039801030;LTO;
Epcoritamab;EPCORITAMAB 4MG 0,8ML 1 UNITA' USO PARENTERALE;TEPKINLY*1 flaconcino SC 4 mg 0,8 ml 5 mg/ml;839,07;508,40;-;ABBVIE DEUTSCHLAND GmbH&CO.KG;050855016;MXL;
Epcoritamab;EPCORITAMAB 48MG 0,8ML 1 UNITA' USO PARENTERALE;TEPKINLY*1 flaconcino SC 48 mg 0,8 ml 60 mg/ml;10068,93;6100,90;-;ABBVIE DEUTSCHLAND GmbH&CO.KG;050855028;MXK;
Tepotinib;TEPOTINIB 225MG 60 UNITA' USO ORALE;TEPMETKO*60 cpr riv 225 mg;14767,75;8947,92;-;MERCK EUROPE BV;049967019;MKO;
Terlipressina;TERLIPRESSINA 2MG 10ML 5UNITA' USO PARENTERALE;TERLIPRESSINA ACETATO*5 flaconcini 10 ml 0,2 mg/ml;273,90;165,97;-;EVER VALINJECT GMBH;044409047;JZR;
Terlipressina;TERLIPRESSINA 1MG 5ML 5 UNITA' USO PARENTERALE;TERLIPRESSINA ACETATO*5 flaconcini 5 ml 0,2 mg/ml;160,18;97,05;-;EVER VALINJECT GMBH;044409023;BME;
Terlipressina;TERLIPRESSINA 0,85MG 8,5ML 5 UNITA' USO PARENTERALE;TERLIPRESSINA*5 fiale 8,5 ml 0,1 mg/ml;160,18;97,05;-;SUN PHARMACEUTICAL IND.EU.B.V.;042446017;BMD;
Piperacillina/tazobactam;PIPERACILLINA+TAZOBACTAM 4+0,5G 1 UNITA' USO PARENTERALE;TEXTAZO*1 flaconcino EV 4 g + 500 mg;13,82;8,38;-;PHARMATEX ITALIA Srl;038558021;BHZ;
Trometamolo;TROMETAMOLO 3,6% 250ML 1 UNITA' USO PARENTERALE;THAMESOL*1 flacone EV 3,6% 250 ml;7,86;3,56;-;DIACO BIOFARMACEUTICI Srl;021253024;BOH;
Tiotepa;TIOTEPA 100MG 10ML 1 UNITA' USO PARENTERALE;THIOTEPA RIEMSER*1 flaconcino EV 100 mg;893,54;541,41;-;ESTEVE PHARMACEUTICALS GmbH;049427026;CLF;
Tiotepa;TIOTEPA 100MG 10ML 1 UNITA' USO PARENTERALE;THIOTEPA*1 flaconcino EV 100 mg per soluzione in 10 ml di solvente non incluso;893,54;541,41;-;MEDAC GMBH;050495023;CLF;
Tiotepa;TIOTEPA 15MG 1,5ML 1 UNITA' USO PARENTERALE;THIOTEPA*1 flaconcino EV 15 mg;148,06;89,71;-;MEDAC GMBH;050495011;CLG;
